Property Type,HOA Dues,Year Built,Community,List Price,housingprice,Est. Mo. Payment,# Of Cars,High School,address,beds,baths,sqft,Heating,Cooling,# of Baths (Full),# of Baths (1/2),# of carpet,# of hardwood,Basement,Basement Description,Basement Sq. Ft.,Tax Annual Amount,# of Rooms
Single Family Residential,,1974,Bolingbrook,,,, 2,,412 Nassau Ave 60440,5.0,3,"2,050"," Natural Gas, Forced Air", Central Air, 3,, 10, 0,, Crawl,," $7,177.40", 9

Single Family Residential,$26/month,2004,Bolingbrook,,,, 6, Plainfield East High School,731 Bethel Ave 60490,4.0,3.5,"2,690", Natural Gas, Central Air, 3, 1, 16, 6, Full," Finished,Crawl",," $10,370.04", 10

Townhouse,,1974,,,"$179,000",,,,620 Olive Pl 60440,2.0,1.5,"1,180",,,,, 0, 0,,,,,

Single Family Residential,,1973,Bolingbrook,,,, 2, Bolingbrook High School,536 Falconridge Way 60440,5.0,3,"1,626"," Natural Gas, Forced Air", Central Air, 3,, 0, 0, Full, Finished," 1,626"," $4,279", 10

Single Family Residential,,1971,Sugarbrook,,"$260,000",, 4, Bolingbrook High School,232 Creekside Dr 60440,4.0,1.5,"1,600"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0, Full, Finished,," $5,589.80", 7

Single Family Residential,,1996,Bolingbrook,,"$395,000",, 3, Bolingbrook High School,627 Goldenrod Dr 60440,4.0,3,"2,500", Natural Gas, Central Air, 3,, 0, 0," Full, Walkout", Unfinished,," $10,476.92", 8

Single Family Residential,$26/month,2004,Foxridge Farms,,,, 3,,1324 Brentwood Trl 60490,4.0,2.5,"3,214", Natural Gas, Central Air, 2, 1, 14, 2, Partial," Unfinished,Crawl", 980," $8,878", 9

Other,,1993,,,"$80,000",,,,584 Norman Rd 60440,,,,,,,, 0, 0,,,,,

Single Family Residential,,2003,Bolingbrook,,"$390,000",, 2, Bolingbrook High School,1512 Comanche Dr 60490,4.0,3,"2,350"," Natural Gas, Forced Air", Central Air, 3,, 0, 0," Full, English"," Unfinished,Bathroom Rough-In",," $10,477.62", 9

Townhouse,$199/month,1973,Winston Village,,"$185,000",, 1, Bolingbrook High School,141 Pamela Dr 60440,2.0,1.5,"1,180"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0, Full, Unfinished,," $4,495.78", 5

Single Family Residential,$12/month,2003,Lakewood Ridge,,,, 2, Bolingbrook High School,378 Deering Ln 60440,4.0,3,"2,009"," Natural Gas, Forced Air", Central Air, 2, 2, 16, 0, Partial," Partially Finished,Crawl",," $10,300.26", 9

Townhouse,$170/month,1979,Clusters,,"$152,500",, 1, Bolingbrook High School,427 Degas Cir 60440,3.0,1.5,"1,372"," Natural Gas, Forced Air",, 1, 1, 0, 0,, Slab,," $2,688.84", 5

Single Family Residential,,1973,Bolingbrook,,"$300,000",, 2,,350 Marian Ct 60440,4.0,3,"2,964"," Natural Gas, Forced Air", Central Air, 3,, 0, 0, English, Finished,," $7,500", 8

Condo/Co-op,,1971,,,"$160,000",,,,222 Foxhead Ct 60440,2.0,1.5,968,,,,, 0, 0,,,,, 5

Townhouse,$199/month,1973,Bolingbrook,,"$220,750",, 4, Bolingbrook High School,200 Walker Dr 60440,2.0,2.5,"1,628", Natural Gas, Central Air, 2, 1, 0, 2, Full, Unfinished,," $4,675.86", 6

Single Family Residential,,1989,,,"$432,500",,,,307 Scotts Ct 60440,3.0,3.5,"3,210",,,,, 0, 0,,,,,

Single Family Residential,$12/month,2002,Bolingbrook,,,, 2, Bolingbrook High School,377 Foster Way 60440,3.0,2.5,"1,614"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Partial," Finished,Crawl", 500," $9,327.50", 8

Single Family Residential,,1965,Bolingbrook,,,, 2,,294 Seabury Rd 60440,4.0,2.5,"1,824"," Natural Gas, Forced Air", Central Air, 2, 1, 4, 0, Full, Unfinished," 1,550"," $6,827", 8

Townhouse,$195/month,1976,Bolingbrook,,"$195,000",, 1, Bolingbrook High School,50d Fernwood Dr 60440,3.0,2,"1,314"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $3,611.62", 6

Townhouse,$200/month,2019,Bolingbrook,,,, 2,,427 Bluebell Dr 60440,2.0,2,"1,700"," Natural Gas, Forced Air", Central Air, 2,, 0, 0, Full, Unfinished,,, 6

Single Family Residential,$33/month,2005,Fairways of Augusta,,,, 3, Neuqua Valley High School,9 Trevino Ct 60490,5.0,4.5,"3,574", Natural Gas, Central Air, 4, 1, 28, 6, Full, Finished,," $14,014.72", 16

Single Family Residential,,1973,Bolingbrook,,,, 4, Bolingbrook High School,349 Stafford Way 60440,4.0,2,"1,755", Natural Gas, Central Air, 2,, 0, 0, Partial, Finished,," $5,616.70", 8

Townhouse,$190/month,1974,Bolingbrook,,"$175,500",, 2,,2 Fernwood Dr 60440,3.0,2,"1,200", Natural Gas, Central Air, 2,, 0, 0,, None,, $536.50, 5

Townhouse,$190/month,1991,Bolingbrook,,"$205,000",, 3,,364 Lakeview Cir 60440,2.0,2.5,"1,570", Natural Gas, Central Air, 2, 1, 0, 0,, Slab,," $4,253.32", 5

Townhouse,$260/month,2019,Bella Vista,,,, 2,,1295 Balboa Cir 60490,2.0,2,"1,700"," Natural Gas, Forced Air", Central Air, 2,, 10, 0, Full, Unfinished,,, 6

Townhouse,$199/month,1973,Bolingbrook,,,, 1, Bolingbrook High School,545 Thomas Rd 60440,3.0,2.5,"1,460"," Natural Gas, Forced Air", Central Air, 2, 1, 6, 8, Full, Finished, 575," $5,532.46", 8

Townhouse,$140/month,1973,Bolingbrook,,"$234,000",, 1,,517 Sundance Dr 60440,3.0,1.5,"1,458"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0, Full, Partially Finished,," $5,496.54", 8

Single Family Residential,,2002,,,"$355,000",,,,214 Clifton Ln 60440,3.0,2.5,"2,713",,,,, 0, 0,,,,,

Single Family Residential,$28/month,1999,Somerfield,,"$440,000",, 3, Plainfield East High School,1465 Schoenherr Ave 60490,4.0,4,"3,017"," Natural Gas, Forced Air", Central Air, 4,, 0, 2, Full, Finished,," $10,847", 10

Townhouse,$260/month,2019,Bella Vista,,"$311,900",, 2,,1291 Balboa Cir 60490,2.0,2,"1,700"," Natural Gas, Forced Air", Central Air, 2,, 0, 0, Full, Unfinished,,, 6

Townhouse,$140/month,1983,Indian Oaks,,"$180,000",, 1,,393 Dupage Dr 60440,2.0,1.5,"1,080", Natural Gas, Central Air, 1, 1, 0, 2,, None,," $4,504.98", 6

Single Family Residential,,2006,,,"$625,000",,,,5 Trent Ct 60490,5.0,2.5,"3,714",,,,, 0, 0,,,,,

Single Family Residential,,1970,Bolingbrook,,"$225,000",, 1, Bolingbrook High School,125 Malibu Dr 60440,3.0,2,"1,348", Natural Gas, Central Air, 2,, 0, 2, Full, Finished, 674," $5,845.20", 8

Single Family Residential,,1969,Sugarbrook,,"$244,000",, 1, Bolingbrook High School,221 Northridge Ave 60440,3.0,1.5,"1,860"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, None,," $5,881.82", 6

Single Family Residential,$30/month,2005,Foxridge Farms,,"$440,000",, 2, Plainfield East High School,5 Fairfax Ct 60490,4.0,2.5,"2,840"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Unfinished," 1,240"," $8,290", 10

Single Family Residential,$26/month,2003,Foxridge Farms,,,, 3,,2266 Janice Ln 60490,4.0,3,"3,900"," Natural Gas, Forced Air", Central Air, 3,, 18, 2, Full, Unfinished,," $10,423.98", 10

Townhouse,$265/month,2001,Bolingbrook,,"$263,000",, 2, Bolingbrook High School,1070 Lily Field Ln 60440,3.0,2.5,"1,724", Natural Gas, Central Air, 2, 1, 0, 0, Full, Unfinished,," $6,630.48", 6

Single Family Residential,,1993,Lakewood Farms,,,, 2,,632 Lakewood Farms Dr 60490,3.0,2.5,"1,695"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Partial, Crawl,," $6,810", 8

Single Family Residential,,2000,Woods of Feather Sound,,,, 3, Bolingbrook High School,750 Feather Sound Dr 60440,3.0,3.5,"2,810"," Natural Gas, Forced Air", Central Air, 3, 1, 6, 14, Full, Partially Finished," 1,900"," $13,538.60", 10

Condo/Co-op,,1977,,,"$180,000",,,,25S Fernwood Dr 60440,,1.5,"1,314",,,,, 0, 0,,,,,

Single Family Residential,,1974,Bolingbrook,,"$270,000",, 2,,325 N Pinecrest Rd 60440,3.0,3,"2,964", Natural Gas, Central Air, 3,, 0, 0," Full, Walkout", Partially Finished,," $5,801.28", 8

Single Family Residential,,1972,Indian Oaks,,"$207,000",, 1,,212 Flagstaff Dr 60440,4.0,2,"1,333", Natural Gas, Central Air, 2,, 0, 0, Partial, Finished, 420," $2,796.02", 7

Single Family Residential,$18/month,2002,Southgate Park,,"$393,000",, 2, Plainfield East High School,1599 Arlington St 60490,4.0,2.5,"2,915"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Partial," Unfinished,Crawl",," $9,767", 11

Single Family Residential,,1998,Bloomfield Village,,"$299,000",, 2, Bolingbrook High School,559 Greystone Ln 60440,4.0,3.5,"1,816"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 2, Full, Finished,," $7,433.18", 10

Single Family Residential,,1966,Bolingbrook,,,, 1,,549 White Oak Rd 60440,4.0,2.5,"1,488", Forced Air, Central Air, 2, 1, 12, 0,, Slab,," $3,827.08", 7

Single Family Residential,$26/month,2005,Foxridge Farms,,,, 2, Plainfield East High School,2154 Kemmerer Ln 60490,4.0,2.5,"2,773"," Natural Gas, Forced Air", Central Air, 2, 1, 10, 4, Full, Unfinished,," $8,224", 9

Other,,1972,,,"$220,000",,,,571 Thomas Rd 60440,,1.5,"1,180",,,,, 0, 0,,,,,

Single Family Residential,,1977,,,"$207,500",,,,1151 Quail Run Ave 60490,,2,"1,479",,,,, 0, 0,,,,,

Single Family Residential,,1973,Bolingbrook,,,, 1,,361 Ruth Cir 60440,3.0,1.5,"1,308", Natural Gas, Central Air, 1, 1, 0, 0,, None,," $5,132.20", 7

Single Family Residential,,1972,Bolingbrook,,"$260,000",, 2, Bolingbrook High School,207 Winston Dr 60440,5.0,3,"2,050"," Natural Gas, Forced Air", Central Air, 3,, 0, 0, Full, Finished,," $6,752", 9

Other,,2003,,,"$363,000",,,,178 Christine Way 60440,,2.5,"2,351",,,,, 0, 0,,,,,

Condo,,2007,Patriot Place,,,, 2, Plainfield East High School,1166 Betsy Ross Pl 60490,3.0,3,"2,016"," Natural Gas, Forced Air", Central Air, 3,, 6, 10," Full, English"," Finished,9 ft + pour,Storage Space",," $8,094.70", 7

Single Family Residential,,1984,Bolingbrook,,,, 2, Bolingbrook High School,342 Homewood Dr 60440,4.0,2,"1,506", Natural Gas, Central Air, 2,, 0, 0,, None,," $5,787.86", 7

Townhouse,$200/month,1971,Winston Village,,"$240,000",, 1, Bolingbrook High School,177 Norman Way 60440,3.0,2.5,"1,320"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Partially Finished, 575," $5,677", 6

Condo,$110/month,1972,Bolingbrook,,"$150,000",, 2,,9 Fernwood Dr 60440,3.0,1,," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, None,," $1,776.36", 6

Single Family Residential,,1962,Bolingbrook,,,, 1,,101 Arcadia Ct 60440,3.0,1.5,"2,223", Natural Gas, Central Air, 1, 1, 0, 0,, Slab,," $6,070.76", 9

Townhouse,$145/month,1967,Beaconridge,,"$160,000",, 2,,468 Mallview Ln 60440,2.0,1.5,"1,056", Natural Gas, Central Air, 1, 1, 0, 0, Full, Finished,," $2,746.80", 4

Condo,$95/month,1972,Bolingbrook,,"$131,000",, 2,,15 Fernwood Dr 60440,3.0,1,924," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, None,," $1,776.36", 6

Single Family Residential,,1998,Huntington Estates,,"$360,000",, 2, Bolingbrook High School,540 Payton Ln 60440,4.0,2.5,"1,689"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Finished,," $7,336.14", 10

Other,,2003,,,"$495,000",,,,2265 Janice Ln 60490,4.0,4.5,"3,214",,,,, 0, 0,,,,, 9

Single Family Residential,$21/month,2004,Foxridge Farms,,,, 3, Plainfield East High School,1312 Palisades Dr 60490,6.0,4,"3,930"," Natural Gas, Forced Air", Central Air, 4,, 0, 0, Full," Finished,Crawl"," 1,800"," $10,456.12", 14

Single Family Residential,$9/month,1999,River Bend,,"$493,000",, 2, Neuqua Valley High School,1935 Yukon Dr 60490,4.0,2.5,"2,715"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Finished,," $9,608", 10

Single Family Residential,,1972,Cinnamon Creek,,"$289,900",, 1,,140 S Orchard Dr 60440,4.0,2,931," Natural Gas, Forced Air", Central Air, 2,, 0, 0, English, Finished,," $5,664", 8

Single Family Residential,,1971,Winston Woods,,,, 2, Bolingbrook High School,700 Dorchester Dr 60440,4.0,3,"2,365", Forced Air, Central Air, 3,, 0, 0, Partial," Finished,Sub-Basement,Egress Window,Rec/Family Area",," $7,116.24", 9

Townhouse,$150/month,1971,Bolingbrook,,,, 1, Bolingbrook High School,281 Navajo Dr 60440,3.0,2.5,"1,073"," Natural Gas, Forced Air", Central Air, 2, 1, 8, 0,, None,," $4,473.92", 8

Single Family Residential,,2002,Whispering Oaks,,"$435,000",, 2, Bolingbrook High School,4 Sycamore Ct 60490,5.0,4,"2,450"," Natural Gas, Forced Air", Central Air, 4,, 0, 2, Full, Finished,," $10,326", 10

Single Family Residential,,1970,Indian Oaks,,,, 2, Bolingbrook High School,540 Cumberland Ln 60440,3.0,1.5,"1,600"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, Slab,," $2,959.88", 7

Single Family Residential,,1971,,,"$175,000",,,,130 Valley Dr 60440,2.0,1,"1,112",,,,, 0, 0,,,,, 5

Single Family Residential,,1963,,,"$280,000",,,,156 Vernon Dr 60440,,2,"1,750",,,,, 0, 0,,,,,

Single Family Residential,,1978,Quail Run,,,, 1, Bolingbrook High School,124 Thackeray Dr 60440,3.0,1,"1,250"," Natural Gas, Forced Air", Central Air, 1,, 6, 0,, Slab,," $5,574.74", 6

Single Family Residential,$16/month,2003,Lakewood Ridge,,"$360,000",, 3, Bolingbrook High School,225 Christine Way 60440,4.0,2.5,"2,351"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Unfinished,," $10,530", 10

Single Family Residential,$30/month,2005,Links of Augusta Village,,,, 3, Bolingbrook High School,382 Clubhouse St 60490,6.0,3.5,"2,894"," Natural Gas, Forced Air", Central Air, 3, 1, 28, 2, Full," Finished,Exterior Access",," $13,522.60", 14

Single Family Residential,$281/month,2021,Liberty Green,,,, 3, Plainfield East High School,2109 Samantha Joy Way 60490,2.0,2,"2,054", Natural Gas, Central Air, 2,, 4, 8,, None,,, 7

Single Family Residential,,2004,Augusta Village,,"$377,500",, 3,,335 Sweet Gum St 60490,4.0,2.5,"2,700", Natural Gas, Central Air, 2, 1, 0, 0, Full, Unfinished,," $11,760.98", 8

Townhouse,$260/month,2020,Bella Vista,,,, 2,,1275 Balboa Cir 60490,2.0,2,"1,700"," Natural Gas, Forced Air", Central Air, 2,, 0, 0, Full, Unfinished,,, 6

Single Family Residential,,1993,Williams Glen,,"$260,000",, 2, Bolingbrook High School,12 Lindsey Ct E 60440,3.0,2.5,"1,879"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,," $6,817.30", 8

Single Family Residential,,1994,Bolingbrook,,,, 2,,494 Bloomfield Dr 60440,3.0,2,"1,701"," Natural Gas, Forced Air", Central Air, 2,, 8, 0, Partial, Partially Finished,," $6,702.04", 7

Single Family Residential,,1975,Quail Run,,"$220,000",, 1, Bolingbrook High School,154 Grady Dr 60440,3.0,1.5,"1,211", Natural Gas, Central Air, 1, 1, 0, 0,, None,," $5,600", 6

Townhouse,$193/month,1972,Winston Woods,,,, 1,,135 Jerome Ln 60440,3.0,1.5,"1,180"," Natural Gas, Forced Air", Central Air, 1, 1, 6, 6, Full, Partially Finished, 590," $4,147", 7

Single Family Residential,$26/month,2003,Bolingbrook,,,, 2, Plainfield East High School,722 Metropolitan Ave 60490,4.0,3.5,"2,613"," Natural Gas, Forced Air", Central Air, 3, 1, 10, 0, Full, Finished,," $10,543", 12

Single Family Residential,$12/month,2003,Lakewood Ridge,,"$333,000",, 2, Bolingbrook High School,401 Foster Way 60440,4.0,2.5,"2,009", Natural Gas, Central Air, 2, 1, 0, 0, Full," Partially Finished,Rec/Family Area",," $9,870.38", 9

Single Family Residential,,1996,Hickory Oaks,,"$392,000",, 2, Neuqua Valley High School,1718 Apple Valley Rd 60490,5.0,2.5,"2,424"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Partially Finished," 1,212"," $8,353.44", 10

Single Family Residential,,1964,Bolingbrook,,"$213,750",, 2,,210 Thornhurst Rd 60440,5.0,2,"1,819"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $5,871.54", 8

Townhouse,$249/month,1972,Cherrywood,,,, 1, Bolingbrook High School,2 Wildwood Ln 60440,3.0,1.5,"1,034"," Natural Gas, Forced Air", Central Air, 1, 1, 6, 0,, Slab,," $4,026.14", 5

Other,,1997,,,"$335,000",,,,2012 Baldwin Way 60490,4.0,2.5,"2,186",,,,, 0, 0,,,,, 9

Single Family Residential,,1993,Williams Glen,,,, 6, Bolingbrook High School,987 Pennwood Ln 60440,3.0,2.5,"2,009"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, English," Finished,Exterior Access",," $8,137.04", 8

Single Family Residential,,2006,Herrington Estates,,,, 3, Plainfield East High School,1931 Barrington Ave 60490,4.0,4,"3,852"," Natural Gas, Forced Air, Zoned"," Central Air, Zoned", 4,, 10, 0, Full, Finished," 1,926"," $12,620", 10

Single Family Residential,,1996,Cider Creek,,,, 2, Neuqua Valley High School,1862 Baldwin Way 60490,4.0,2.5,"2,200", Natural Gas, Central Air, 2, 1, 0, 0, Full, Finished,," $7,833.88", 9

Townhouse,$140/month,1983,Indian Oaks,,,, 1, Bolingbrook High School,329 Pinto Dr 60440,2.0,1.5,"1,100"," Natural Gas, Forced Air", Central Air, 1, 1, 6, 0,, None,," $4,504.98", 6

Single Family Residential,,1975,Cherrywood,,,, 2, Bolingbrook High School,193 Grant Dr 60440,3.0,2.5,"1,548"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, English, Finished,," $6,247.48", 7

Single Family Residential,$33/month,2006,Fairways of Augusta,,"$506,000",, 2, Neuqua Valley High School,1854 Snead St 60490,4.0,2.5,"3,197"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Unfinished," 2,000"," $10,798.70", 9

Single Family Residential,,1998,Bolingbrook,,"$360,000",, 4,,612 Kingsbrooke Xing 60440,4.0,2.5,"1,900"," Natural Gas, Electric", Central Air, 2, 1, 0, 2, Partial," Unfinished,Crawl",," $7,411.40", 8

Single Family Residential,,1987,Indian Boundary,,"$350,000",, 2,,252 Butte View Dr 60490,4.0,2,"1,902"," Natural Gas, Forced Air", Central Air, 2,, 0, 0, Partial," Finished,Sub-Basement",," $7,327.74", 8

Single Family Residential,,1972,,,"$160,000",,,,229 Davis Ln 60440,3.0,1,888,,,,, 0, 0,,,,, 5

Single Family Residential,,1972,,,"$98,000",,,,317 Ozark Dr 60440,,1,"1,149",,,,, 0, 0,,,,,

Single Family Residential,$9/month,1995,River Bend,,"$455,000",, 3, Neuqua Valley High School,1866 Marne Rd 60490,4.0,3,"3,012", Natural Gas, Central Air, 3,, 0, 0, Full, Unfinished,," $10,184.70", 10

Single Family Residential,,1974,Bolingbrook,,,, 3,,344 Ruth Cir 60440,3.0,2,"1,582"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $5,800", 8

Single Family Residential,$8/month,2003,Lakewood Ridge,,,, 3, Bolingbrook High School,161 Glendale Dr 60440,4.0,3.5,"2,750", Natural Gas, Central Air, 3, 1, 16, 0, Full, Finished,," $11,634.32", 10

Single Family Residential,$30/month,2008,Bolingbrook,,,, 3, Plainfield East High School,2297 Misty Creek Trl 60490,4.0,3,"3,387"," Natural Gas, Forced Air", Central Air, 3,, 18, 8, Full," Unfinished,Bathroom Rough-In"," 1,653"," $10,002", 11

Single Family Residential,$26/month,2003,Foxridge Farms,,,, 3, Plainfield East High School,1360 Brentwood Trl 60490,4.0,2.5,"3,444"," Natural Gas, Forced Air", Central Air, 2, 1, 14, 10, Full, Unfinished,," $9,574.96", 10

Single Family Residential,$46/month,2005,Claridge Estates,,"$455,000",, 3, Bolingbrook High School,135 S Commonwealth Dr 60440,5.0,3.5,"3,749"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 0, Full, Finished, 600," $12,714", 11

Condo,$184/month,1973,Courthomes of Indian Oaks,,,, 1,,240 Algonquin Ct 60440,2.0,1,"1,146"," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, None,," $2,309.24", 5

Single Family Residential,,1996,Cider Creek,,,, 2, Neuqua Valley High School,1875 Blossom Ridge Dr 60490,4.0,2.5,"2,410", Natural Gas, Central Air, 2, 1, 8, 10, Full, Finished,," $8,330.92", 8

Single Family Residential,$36/month,1992,Riverwoods,,,, 2, Bolingbrook High School,438 York St 60440,6.0,4.5,"3,800"," Natural Gas, Forced Air"," Central Air, Zoned", 4, 1, 10, 12, Walkout, None,," $13,097.48", 11

Single Family Residential,,2000,Whispering Oaks,,"$435,000",, 2, Bolingbrook High School,129 Palmer Dr 60490,5.0,3.5,"2,350", Natural Gas, Central Air, 3, 1, 0, 0, Full, Finished,," $10,534.98", 10

Single Family Residential,$13/month,2003,Bolingbrook,,"$385,000",, 5, Bolingbrook High School,816 Brompton Ln 60440,4.0,2.5,"3,399"," Natural Gas, Zoned", Central Air, 2, 1, 0, 2," Full, Walkout"," Unfinished,Exterior Access,Bathroom Rough-In",," $12,859.48", 9

Single Family Residential,$25/month,2002,Foxridge Farms,,"$452,000",, 3, Plainfield East High School,2144 Mark Cir 60490,4.0,2.5,"2,773"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Partially Finished,," $8,466.90", 9

Single Family Residential,,1996,Cider Creek,,"$355,000",, 2, Neuqua Valley High School,1898 Baldwin Way 60490,3.0,2.5,"1,782"," Natural Gas, Forced Air", Central Air, 2, 1, 2, 0, Full, Partially Finished,," $6,939.60", 7

Single Family Residential,,1974,Bolingbrook,,,, 1, Bolingbrook High School,210 Lincolnshire Ln 60440,3.0,2.5,"1,350"," Natural Gas, Forced Air", Central Air, 2, 1, 6, 0,, None,," $5,917.72", 7

Other,,1972,,,"$135,000",,,,5 Fernwood Dr 60440,,,966,,,,, 0, 0,,,,,

Other,,1970,,,"$149,000",,,,443 Yorkshire Sq 60440,,1.5,728,,,,, 0, 0,,,,,

Condo,$100/month,1972,Bolingbrook,,,, 2,,6 Fernwood Dr 60440,3.0,1,966, Natural Gas, Central Air, 1,, 0, 0,, None,," $2,595.58", 6

Townhouse,,1977,Bolingbrook,,"$157,000",, 1,,226 Karen Cir 60440,3.0,1.5,"1,114", Natural Gas, Central Air, 1, 1, 0, 0,, Slab,," $4,326.14", 6

Single Family Residential,,1997,Bloomfield Village,,,, 2, Bolingbrook High School,529 Larkspur Dr 60440,3.0,2.5,"1,750"," Natural Gas, Forced Air", Central Air, 2, 1, 2, 6, Full, Partially Finished,," $7,180", 8

Single Family Residential,$9/month,2000,Bloomfield West,,"$360,000",, 3, Bolingbrook High School,1324 Wingfield Way 60490,3.0,2.5,"1,731", Natural Gas, Central Air, 2, 1, 0, 0, Partial, Finished,," $8,062", 8

Single Family Residential,,2015,,,"$450,000",,,,1886 Great Plains Way 60490,4.0,3.5,"4,100",,,,, 0, 0,,,,,

Townhouse,$195/month,1976,Pine Meadows,,,, 1,,46D Fernwood Dr 60440,3.0,1.5,"1,306", Natural Gas, Central Air, 1, 1, 0, 0,, None,," $3,906", 6

Single Family Residential,,1992,Bolingbrook,,,, 2, Bolingbrook High School,684 Lakewood Farms Dr 60490,4.0,2.5,"2,171"," Natural Gas, Forced Air", Central Air, 2, 1, 14, 0, Partial," Finished,Crawl,Storage Space", 550," $8,874.92", 9

Single Family Residential,,1971,Cinnamon Creek,,,, 1, Bolingbrook High School,717 Adams St 60440,4.0,2,931," Natural Gas, Forced Air", Central Air, 2,, 6, 0,, None,," $5,069.70", 7

Other,,,,,"$425,300",,,,2380 River Hills Ln 60490,,,"2,702",,,,, 0, 0,,,,,

Single Family Residential,,1990,Bolingbrook,,"$360,712",, 2,,1396 W Briarcliff Rd 60490,4.0,2.5,"2,682"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Partially Finished,," $9,045", 8

Townhouse,$170/month,1976,Clusters,,"$230,000",, 1.5, Bolingbrook High School,416 Degas Cir 60440,2.0,2.5,"1,440", Natural Gas, Central Air, 2, 1, 0, 0,, None,," $5,443.84", 7

Condo,$162/month,2004,Whispering Oaks,,"$255,000",, 2, Bolingbrook High School,1510 Shagbark Dr 60490,3.0,2.5,"1,438"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Finished,," $6,178.68", 8

Single Family Residential,,1980,Bolingbrook,,"$320,000",, 2, Bolingbrook High School,1409 Columbus Dr 60490,3.0,2.5,"2,279", Natural Gas, Central Air, 2, 1, 0, 2,, None,," $8,914.54", 9

Single Family Residential,$281/month,2021,Liberty Green,,,, 3, Plainfield East High School,2097 Samantha Joy Way 60490,2.0,2,"2,208", Natural Gas, Central Air, 2,, 0, 0,, None,,, 7

Other,,2005,,,"$425,000",,,,339 Clubhouse St 60490,,2.5,"3,036",,,,, 0, 0,,,,,

Other,,1972,,,"$159,900",,,,11 Fernwood Dr 60440,,,"1,188",,,,, 0, 0,,,,,

Single Family Residential,,1989,Heritage Heights,,"$317,000",, 2, Bolingbrook High School,259 Mayflower Ln 60490,3.0,2.5,"2,279"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Partial," Finished,Crawl",," $9,241.08", 11

Single Family Residential,,2005,,,"$348,000",,,,362 Hogan St 60490,4.0,2.5,"2,894",,,,, 0, 0,,,,, 9

Single Family Residential,$48/month,2006,Americana Estates,,,, 3,,1192 Bush Blvd 60490,4.0,4,," Natural Gas, Forced Air, Zoned"," Central Air, Zoned", 3, 2, 10, 16, Full," Unfinished,Bathroom Rough-In",," $19,263", 11

Townhouse,$138/month,1972,Indian Oaks,,"$150,000",, 1, Bolingbrook High School,328 Ottawa Dr 60440,3.0,2.5,1," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,," $2,584.82", 7

Single Family Residential,,1994,Winding Meadows,,"$395,000",, 2,,1445 Shaman Dr 60490,5.0,3.5,"2,450"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 2, Full, Finished,," $8,974", 10

Other,,1990,,,"$365,000",,,,638 Anne Ct 60440,,2.5,"2,442",,,,, 0, 0,,,,,

Single Family Residential,,1995,Bolingbrook,,"$415,000",, 2,,234 Woodlet Ln 60490,4.0,2.5,"2,882"," Natural Gas, Forced Air", Central Air, 2, 1, 2, 2, Partial, Crawl, 725," $9,378.06", 7

Single Family Residential,,1985,Indian Oaks,,"$252,500",, 2, Bolingbrook High School,1041 Bothwell Cir 60440,3.0,1.5,"1,650"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, None,," $6,723", 7

Single Family Residential,,1978,,,"$255,999",,,,436 Independence Ln 60440,3.0,1.5,"1,665",,,,, 0, 0,,,,, 7

